time,trend_MSL_filtered_GIA_TPA_corrected_adjusted
12/7/99,2.1173801
12/8/99,2.1180556
12/9/99,2.1187313
12/10/99,2.1194072
12/11/99,2.1200829
12/12/99,2.1207588
12/13/99,2.121435
12/14/99,2.1221108
12/15/99,2.122787
12/16/99,2.1234632
12/17/99,2.1241395
12/18/99,2.124816
12/19/99,2.1254923
12/20/99,2.126169
12/21/99,2.1268456
12/22/99,2.1275222
12/23/99,2.128199
12/24/99,2.128876
12/25/99,2.1295528
12/26/99,2.13023
12/27/99,2.130907
12/28/99,2.1315842
12/29/99,2.1322615
12/30/99,2.1329389
12/31/99,2.1336162
1/1/00,2.1342938
1/2/00,2.1349714
1/3/00,2.1356492
1/4/00,2.1363268
1/5/00,2.1370046
1/6/00,2.1376827
1/7/00,2.1383605
1/8/00,2.1390386
1/9/00,2.1397169
1/10/00,2.140395
1/11/00,2.1410732
1/12/00,2.1417518
1/13/00,2.14243
1/14/00,2.1431086
1/15/00,2.1437874
1/16/00,2.1444662
1/17/00,2.145145
1/18/00,2.1458237
1/19/00,2.1465027
1/20/00,2.1471817
1/21/00,2.1478608
1/22/00,2.14854
1/23/00,2.1492193
1/24/00,2.1498985
1/25/00,2.150578
1/26/00,2.1512575
1/27/00,2.151937
1/28/00,2.1526167
1/29/00,2.1532965
1/30/00,2.1539764
1/31/00,2.1546562
2/1/00,2.1553361
2/2/00,2.1560163
2/3/00,2.1566963
2/4/00,2.1573768
2/5/00,2.158057
2/6/00,2.1587374
2/7/00,2.1594179
2/8/00,2.1600983
2/9/00,2.160779
2/10/00,2.1614597
2/11/00,2.1621404
2/12/00,2.1628213
2/13/00,2.1635022
2/14/00,2.1641834
2/15/00,2.1648643
2/16/00,2.1655455
2/17/00,2.1662269
2/18/00,2.1669083
2/19/00,2.1675897
2/20/00,2.168271
2/21/00,2.1689527
2/22/00,2.1696343
2/23/00,2.170316
2/24/00,2.1709979
2/25/00,2.1716797
2/26/00,2.1723619
2/27/00,2.173044
2/28/00,2.173726
2/29/00,2.1744082
3/1/00,2.1750906
3/2/00,2.175773
3/3/00,2.1764553
3/4/00,2.1771379
3/5/00,2.1778204
3/6/00,2.1785033
3/7/00,2.179186
3/8/00,2.179869
3/9/00,2.1805518
3/10/00,2.1812348
3/11/00,2.181918
3/12/00,2.182601
3/13/00,2.1832843
3/14/00,2.1839676
3/15/00,2.1846511
3/16/00,2.1853347
3/17/00,2.1860182
3/18/00,2.1867018
3/19/00,2.1873856
3/20/00,2.1880693
3/21/00,2.1887534
3/22/00,2.1894374
3/23/00,2.1901214
3/24/00,2.1908054
3/25/00,2.1914897
3/26/00,2.192174
3/27/00,2.1928585
3/28/00,2.1935427
3/29/00,2.1942275
3/30/00,2.194912
3/31/00,2.1955967
4/1/00,2.1962814
4/2/00,2.1969664
4/3/00,2.1976511
4/4/00,2.1983361
4/5/00,2.1990213
4/6/00,2.1997066
4/7/00,2.2003918
4/8/00,2.2010772
4/9/00,2.2017624
4/10/00,2.2024481
4/11/00,2.2031336
4/12/00,2.2038193
4/13/00,2.204505
4/14/00,2.205191
4/15/00,2.2058766
4/16/00,2.2065628
4/17/00,2.2072487
4/18/00,2.2079349
4/19/00,2.208621
4/20/00,2.2093074
4/21/00,2.2099938
4/22/00,2.2106802
4/23/00,2.2113667
4/24/00,2.2120533
4/25/00,2.21274
4/26/00,2.2134268
4/27/00,2.2141137
4/28/00,2.2148006
4/29/00,2.2154875
4/30/00,2.2161746
5/1/00,2.216862
5/2/00,2.217549
5/3/00,2.2182364
5/4/00,2.2189238
5/5/00,2.2196114
5/6/00,2.220299
5/7/00,2.2209866
5/8/00,2.2216742
5/9/00,2.222362
5/10/00,2.2230499
5/11/00,2.223738
5/12/00,2.224426
5/13/00,2.225114
5/14/00,2.2258024
5/15/00,2.2264907
5/16/00,2.227179
5/17/00,2.2278674
5/18/00,2.228556
5/19/00,2.2292445
5/20/00,2.2299333
5/21/00,2.230622
5/22/00,2.2313108
5/23/00,2.2319999
5/24/00,2.232689
5/25/00,2.233378
5/26/00,2.2340672
5/27/00,2.2347562
5/28/00,2.2354457
5/29/00,2.236135
5/30/00,2.2368245
5/31/00,2.237514
6/1/00,2.2382038
6/2/00,2.2388935
6/3/00,2.2395833
6/4/00,2.2402732
6/5/00,2.2409632
6/6/00,2.2416532
6/7/00,2.2423434
6/8/00,2.2430336
6/9/00,2.2437239
6/10/00,2.244414
6/11/00,2.2451046
6/12/00,2.2457952
6/13/00,2.2464857
6/14/00,2.2471764
6/15/00,2.247867
6/16/00,2.248558
6/17/00,2.249249
6/18/00,2.24994
6/19/00,2.250631
6/20/00,2.2513223
6/21/00,2.2520134
6/22/00,2.2527049
6/23/00,2.2533963
6/24/00,2.2540877
6/25/00,2.2547793
6/26/00,2.255471
6/27/00,2.2561626
6/28/00,2.2568545
6/29/00,2.2575462
6/30/00,2.2582383
7/1/00,2.2589302
7/2/00,2.2596223
7/3/00,2.2603147
7/4/00,2.2610068
7/5/00,2.2616992
7/6/00,2.2623918
7/7/00,2.2630842
7/8/00,2.2637768
7/9/00,2.2644696
7/10/00,2.2651622
7/11/00,2.265855
7/12/00,2.2665482
7/13/00,2.267241
7/14/00,2.267934
7/15/00,2.2686274
7/16/00,2.2693205
7/17/00,2.2700138
7/18/00,2.2707071
7/19/00,2.2714007
7/20/00,2.2720942
7/21/00,2.2727878
7/22/00,2.2734816
7/23/00,2.2741754
7/24/00,2.2748694
7/25/00,2.2755632
7/26/00,2.2762573
7/27/00,2.2769516
7/28/00,2.2776456
7/29/00,2.2783399
7/30/00,2.2790344
7/31/00,2.2797287
8/1/00,2.2804232
8/2/00,2.281118
8/3/00,2.2818124
8/4/00,2.2825072
8/5/00,2.2832022
8/6/00,2.283897
8/7/00,2.284592
8/8/00,2.2852871
8/9/00,2.2859824
8/10/00,2.2866776
8/11/00,2.2873728
8/12/00,2.2880683
8/13/00,2.2887638
8/14/00,2.2894592
8/15/00,2.290155
8/16/00,2.2908506
8/17/00,2.2915463
8/18/00,2.2922423
8/19/00,2.2929382
8/20/00,2.2936342
8/21/00,2.2943304
8/22/00,2.2950265
8/23/00,2.2957227
8/24/00,2.2964191
8/25/00,2.2971156
8/26/00,2.2978122
8/27/00,2.2985086
8/28/00,2.2992053
8/29/00,2.2999022
8/30/00,2.300599
8/31/00,2.301296
9/1/00,2.301993
9/2/00,2.30269
9/3/00,2.3033872
9/4/00,2.3040843
9/5/00,2.3047817
9/6/00,2.305479
9/7/00,2.3061764
9/8/00,2.306874
9/9/00,2.3075716
9/10/00,2.3082695
9/11/00,2.308967
9/12/00,2.3096652
9/13/00,2.310363
9/14/00,2.3110611
9/15/00,2.3117592
9/16/00,2.3124573
9/17/00,2.3131557
9/18/00,2.313854
9/19/00,2.3145525
9/20/00,2.3152509
9/21/00,2.3159494
9/22/00,2.3166482
9/23/00,2.317347
9/24/00,2.3180459
9/25/00,2.3187447
9/26/00,2.3194437
9/27/00,2.3201427
9/28/00,2.3208418
9/29/00,2.321541
9/30/00,2.3222404
10/1/00,2.3229399
10/2/00,2.3236394
10/3/00,2.324339
10/4/00,2.3250384
10/5/00,2.3257382
10/6/00,2.326438
10/7/00,2.327138
10/8/00,2.3278377
10/9/00,2.328538
10/10/00,2.329238
10/11/00,2.3299382
10/12/00,2.3306384
10/13/00,2.3313386
10/14/00,2.332039
10/15/00,2.3327396
10/16/00,2.3334403
10/17/00,2.334141
10/18/00,2.3348417
10/19/00,2.3355424
10/20/00,2.3362434
10/21/00,2.3369443
10/22/00,2.3376455
10/23/00,2.3383465
10/24/00,2.339048
10/25/00,2.339749
10/26/00,2.3404505
10/27/00,2.341152
10/28/00,2.3418536
10/29/00,2.342555
10/30/00,2.343257
10/31/00,2.3439586
11/1/00,2.3446605
11/2/00,2.3453624
11/3/00,2.3460646
11/4/00,2.3467665
11/5/00,2.3474689
11/6/00,2.348171
11/7/00,2.3488734
11/8/00,2.3495758
11/9/00,2.3502784
11/10/00,2.350981
11/11/00,2.3516836
11/12/00,2.3523862
11/13/00,2.353089
11/14/00,2.353792
11/15/00,2.354495
11/16/00,2.3551981
11/17/00,2.3559012
11/18/00,2.3566043
11/19/00,2.3573077
11/20/00,2.358011
11/21/00,2.3587146
11/22/00,2.3594182
11/23/00,2.3601217
11/24/00,2.3608255
11/25/00,2.361529
11/26/00,2.3622332
11/27/00,2.362937
11/28/00,2.363641
11/29/00,2.364345
11/30/00,2.3650494
12/1/00,2.3657537
12/2/00,2.366458
12/3/00,2.3671622
12/4/00,2.3678668
12/5/00,2.3685715
12/6/00,2.369276
12/7/00,2.3699808
12/8/00,2.3706856
12/9/00,2.3713906
12/10/00,2.3720956
12/11/00,2.3728006
12/12/00,2.3735056
12/13/00,2.3742108
12/14/00,2.3749163
12/15/00,2.3756216
12/16/00,2.376327
12/17/00,2.3770325
12/18/00,2.3777382
12/19/00,2.378444
12/20/00,2.3791497
12/21/00,2.3798556
12/22/00,2.3805616
12/23/00,2.3812675
12/24/00,2.3819735
12/25/00,2.3826797
12/26/00,2.3833861
12/27/00,2.3840923
12/28/00,2.3847988
12/29/00,2.3855052
12/30/00,2.3862119
12/31/00,2.3869185
1/1/01,2.3876252
1/2/01,2.3883321
1/3/01,2.389039
1/4/01,2.389746
1/5/01,2.390453
1/6/01,2.39116
1/7/01,2.3918674
1/8/01,2.3925745
1/9/01,2.393282
1/10/01,2.3939896
1/11/01,2.394697
1/12/01,2.3954046
1/13/01,2.3961122
1/14/01,2.39682
1/15/01,2.397528
1/16/01,2.3982358
1/17/01,2.398944
1/18/01,2.399652
1/19/01,2.40036
1/20/01,2.4010684
1/21/01,2.4017768
1/22/01,2.4024851
1/23/01,2.4031937
1/24/01,2.4039023
1/25/01,2.4046109
1/26/01,2.4053197
1/27/01,2.4060285
1/28/01,2.4067373
1/29/01,2.4074461
1/30/01,2.4081552
1/31/01,2.4088645
2/1/01,2.4095736
2/2/01,2.4102829
2/3/01,2.4109924
2/4/01,2.4117017
2/5/01,2.4124112
2/6/01,2.413121
2/7/01,2.4138305
2/8/01,2.4145403
2/9/01,2.4152503
2/10/01,2.41596
2/11/01,2.41667
2/12/01,2.4173803
2/13/01,2.4180903
2/14/01,2.4188006
2/15/01,2.419511
2/16/01,2.4202213
2/17/01,2.4209318
2/18/01,2.4216425
2/19/01,2.422353
2/20/01,2.4230638
2/21/01,2.4237747
2/22/01,2.4244854
2/23/01,2.4251964
2/24/01,2.4259076
2/25/01,2.4266186
2/26/01,2.4273298
2/27/01,2.4280412
2/28/01,2.4287524
3/1/01,2.429464
3/2/01,2.4301755
3/3/01,2.4308872
3/4/01,2.431599
3/5/01,2.4323106
3/6/01,2.4330225
3/7/01,2.4337344
3/8/01,2.4344463
3/9/01,2.4351585
3/10/01,2.4358706
3/11/01,2.4365828
3/12/01,2.4372952
3/13/01,2.4380076
3/14/01,2.43872
3/15/01,2.4394326
3/16/01,2.4401453
3/17/01,2.440858
3/18/01,2.4415708
3/19/01,2.4422836
3/20/01,2.4429967
3/21/01,2.4437096
3/22/01,2.4444227
3/23/01,2.445136
3/24/01,2.4458494
3/25/01,2.4465628
3/26/01,2.447276
3/27/01,2.4479897
3/28/01,2.4487033
3/29/01,2.4494169
3/30/01,2.4501307
3/31/01,2.4508445
4/1/01,2.4515584
4/2/01,2.4522724
4/3/01,2.4529865
4/4/01,2.4537008
4/5/01,2.4544148
4/6/01,2.4551291
4/7/01,2.4558437
4/8/01,2.4565582
4/9/01,2.4572728
4/10/01,2.4579873
4/11/01,2.458702
4/12/01,2.4594169
4/13/01,2.4601316
4/14/01,2.4608467
4/15/01,2.4615617
4/16/01,2.462277
4/17/01,2.462992
4/18/01,2.4637074
4/19/01,2.4644227
4/20/01,2.4651382
4/21/01,2.4658537
4/22/01,2.4665692
4/23/01,2.467285
4/24/01,2.4680007
4/25/01,2.4687166
4/26/01,2.4694324
4/27/01,2.4701486
4/28/01,2.4708645
4/29/01,2.4715807
4/30/01,2.472297
5/1/01,2.4730132
5/2/01,2.4737296
5/3/01,2.474446
5/4/01,2.4751627
5/5/01,2.4758794
5/6/01,2.476596
5/7/01,2.4773128
5/8/01,2.4780297
5/9/01,2.4787467
5/10/01,2.4794638
5/11/01,2.4801807
5/12/01,2.480898
5/13/01,2.4816153
5/14/01,2.4823327
5/15/01,2.48305
5/16/01,2.4837675
5/17/01,2.4844851
5/18/01,2.4852028
5/19/01,2.4859207
5/20/01,2.4866385
5/21/01,2.4873564
5/22/01,2.4880743
5/23/01,2.4887924
5/24/01,2.4895105
5/25/01,2.490229
5/26/01,2.4909472
5/27/01,2.4916656
5/28/01,2.492384
5/29/01,2.4931026
5/30/01,2.4938211
5/31/01,2.49454
6/1/01,2.4952588
6/2/01,2.4959776
6/3/01,2.4966965
6/4/01,2.4974155
6/5/01,2.4981346
6/6/01,2.498854
6/7/01,2.4995732
6/8/01,2.5002925
6/9/01,2.5010118
6/10/01,2.5017314
6/11/01,2.502451
6/12/01,2.5031707
6/13/01,2.5038905
6/14/01,2.5046103
6/15/01,2.5053303
6/16/01,2.50605
6/17/01,2.5067704
6/18/01,2.5074904
6/19/01,2.5082107
6/20/01,2.508931
6/21/01,2.5096514
6/22/01,2.510372
6/23/01,2.5110924
6/24/01,2.511813
6/25/01,2.5125337
6/26/01,2.5132544
6/27/01,2.5139754
6/28/01,2.5146964
6/29/01,2.5154173
6/30/01,2.5161386
7/1/01,2.5168598
7/2/01,2.517581
7/3/01,2.5183022
7/4/01,2.5190237
7/5/01,2.519745
7/6/01,2.5204668
7/7/01,2.5211885
7/8/01,2.5219102
7/9/01,2.5226321
7/10/01,2.523354
7/11/01,2.524076
7/12/01,2.524798
7/13/01,2.52552
7/14/01,2.5262425
7/15/01,2.5269647
7/16/01,2.527687
7/17/01,2.5284095
7/18/01,2.5291321
7/19/01,2.5298548
7/20/01,2.5305774
7/21/01,2.5313003
7/22/01,2.5320232
7/23/01,2.532746
7/24/01,2.533469
7/25/01,2.534192
7/26/01,2.5349154
7/27/01,2.5356386
7/28/01,2.536362
7/29/01,2.5370853
7/30/01,2.537809
7/31/01,2.5385325
8/1/01,2.539256
8/2/01,2.53998
8/3/01,2.5407038
8/4/01,2.5414276
8/5/01,2.5421517
8/6/01,2.5428755
8/7/01,2.5435998
8/8/01,2.544324
8/9/01,2.5450482
8/10/01,2.5457728
8/11/01,2.546497
8/12/01,2.5472217
8/13/01,2.5479462
8/14/01,2.548671
8/15/01,2.5493958
8/16/01,2.5501206
8/17/01,2.5508456
8/18/01,2.5515707
8/19/01,2.5522957
8/20/01,2.553021
8/21/01,2.5537462
8/22/01,2.5544715
8/23/01,2.555197
8/24/01,2.5559225
8/25/01,2.556648
8/26/01,2.5573738
8/27/01,2.5580995
8/28/01,2.5588253
8/29/01,2.5595512
8/30/01,2.5602772
8/31/01,2.5610032
9/1/01,2.5617294
9/2/01,2.5624557
9/3/01,2.5631819
9/4/01,2.5639083
9/5/01,2.5646348
9/6/01,2.5653613
9/7/01,2.566088
9/8/01,2.5668147
9/9/01,2.5675414
9/10/01,2.5682683
9/11/01,2.5689952
9/12/01,2.5697222
9/13/01,2.5704494
9/14/01,2.5711765
9/15/01,2.5719037
9/16/01,2.5726311
9/17/01,2.5733585
9/18/01,2.574086
9/19/01,2.5748136
9/20/01,2.5755413
9/21/01,2.576269
9/22/01,2.5769968
9/23/01,2.5777247
9/24/01,2.5784526
9/25/01,2.5791807
9/26/01,2.5799088
9/27/01,2.580637
9/28/01,2.5813653
9/29/01,2.5820937
9/30/01,2.582822
10/1/01,2.5835507
10/2/01,2.5842793
10/3/01,2.585008
10/4/01,2.5857368
10/5/01,2.5864656
10/6/01,2.5871944
10/7/01,2.5879235
10/8/01,2.5886526
10/9/01,2.589382
10/10/01,2.590111
10/11/01,2.5908403
10/12/01,2.59157
10/13/01,2.5922992
10/14/01,2.5930288
10/15/01,2.5937586
10/16/01,2.5944884
10/17/01,2.5952182
10/18/01,2.595948
10/19/01,2.596678
10/20/01,2.597408
10/21/01,2.598138
10/22/01,2.5988684
10/23/01,2.5995986
10/24/01,2.600329
10/25/01,2.6010594
10/26/01,2.60179
10/27/01,2.6025207
10/28/01,2.6032512
10/29/01,2.603982
10/30/01,2.604713
10/31/01,2.605444
11/1/01,2.606175
11/2/01,2.606906
11/3/01,2.6076372
11/4/01,2.6083684
11/5/01,2.6090996
11/6/01,2.609831
11/7/01,2.6105626
11/8/01,2.6112943
11/9/01,2.6120257
11/10/01,2.6127577
11/11/01,2.6134894
11/12/01,2.6142213
11/13/01,2.6149533
11/14/01,2.6156852
11/15/01,2.6164174
11/16/01,2.6171496
11/17/01,2.617882
11/18/01,2.6186142
11/19/01,2.6193466
11/20/01,2.6200793
11/21/01,2.620812
11/22/01,2.6215446
11/23/01,2.6222773
11/24/01,2.6230102
11/25/01,2.623743
11/26/01,2.6244762
11/27/01,2.625209
11/28/01,2.6259425
11/29/01,2.6266756
11/30/01,2.627409
12/1/01,2.6281424
12/2/01,2.6288757
12/3/01,2.6296093
12/4/01,2.630343
12/5/01,2.6310768
12/6/01,2.6318107
12/7/01,2.6325445
12/8/01,2.6332784
12/9/01,2.6340125
12/10/01,2.6347466
12/11/01,2.6354809
12/12/01,2.636215
12/13/01,2.6369495
12/14/01,2.6376839
12/15/01,2.6384184
12/16/01,2.639153
12/17/01,2.6398878
12/18/01,2.6406224
12/19/01,2.6413574
12/20/01,2.6420922
12/21/01,2.6428273
12/22/01,2.6435623
12/23/01,2.6442976
12/24/01,2.6450326
12/25/01,2.6457682
12/26/01,2.6465034
12/27/01,2.647239
12/28/01,2.6479745
12/29/01,2.6487103
12/30/01,2.6494458
12/31/01,2.6501818
1/1/02,2.6509175
1/2/02,2.6516535
1/3/02,2.6523895
1/4/02,2.6531258
1/5/02,2.653862
1/6/02,2.6545982
1/7/02,2.6553345
1/8/02,2.656071
1/9/02,2.6568074
1/10/02,2.6575441
1/11/02,2.6582808
1/12/02,2.6590176
1/13/02,2.6597543
1/14/02,2.6604912
1/15/02,2.6612282
1/16/02,2.6619654
1/17/02,2.6627026
1/18/02,2.6634398
1/19/02,2.6641772
1/20/02,2.6649146
1/21/02,2.665652
1/22/02,2.6663895
1/23/02,2.6671271
1/24/02,2.6678648
1/25/02,2.6686027
1/26/02,2.6693406
1/27/02,2.6700785
1/28/02,2.6708167
1/29/02,2.6715546
1/30/02,2.672293
1/31/02,2.673031
2/1/02,2.6737695
2/2/02,2.6745079
2/3/02,2.6752465
2/4/02,2.675985
2/5/02,2.6767237
2/6/02,2.6774626
2/7/02,2.6782014
2/8/02,2.6789403
2/9/02,2.6796792
2/10/02,2.6804183
2/11/02,2.6811576
2/12/02,2.6818967
2/13/02,2.682636
2/14/02,2.6833754
2/15/02,2.684115
2/16/02,2.6848545
2/17/02,2.685594
2/18/02,2.686334
2/19/02,2.6870737
2/20/02,2.6878135
2/21/02,2.6885533
2/22/02,2.6892934
2/23/02,2.6900337
2/24/02,2.6907737
2/25/02,2.691514
2/26/02,2.6922543
2/27/02,2.6929948
2/28/02,2.6937354
3/1/02,2.694476
3/2/02,2.6952167
3/3/02,2.6959574
3/4/02,2.6966982
3/5/02,2.6974392
3/6/02,2.6981802
3/7/02,2.6989212
3/8/02,2.6996624
3/9/02,2.7004035
3/10/02,2.701145
3/11/02,2.7018862
3/12/02,2.7026277
3/13/02,2.7033694
3/14/02,2.7041109
3/15/02,2.7048526
3/16/02,2.7055945
3/17/02,2.7063363
3/18/02,2.7070782
3/19/02,2.7078202
3/20/02,2.7085624
3/21/02,2.7093046
3/22/02,2.7100468
3/23/02,2.7107892
3/24/02,2.7115316
3/25/02,2.712274
3/26/02,2.7130167
3/27/02,2.7137594
3/28/02,2.714502
3/29/02,2.715245
3/30/02,2.715988
3/31/02,2.7167308
4/1/02,2.717474
4/2/02,2.7182171
4/3/02,2.7189603
4/4/02,2.7197037
4/5/02,2.720447
4/6/02,2.7211905
4/7/02,2.721934
4/8/02,2.7226777
4/9/02,2.7234213
4/10/02,2.7241652
4/11/02,2.724909
4/12/02,2.725653
4/13/02,2.726397
4/14/02,2.7271411
4/15/02,2.7278852
4/16/02,2.7286296
4/17/02,2.729374
4/18/02,2.7301183
4/19/02,2.7308629
4/20/02,2.7316074
4/21/02,2.732352
4/22/02,2.7330968
4/23/02,2.7338417
4/24/02,2.7345865
4/25/02,2.7353315
4/26/02,2.7360766
4/27/02,2.736822
4/28/02,2.737567
4/29/02,2.7383122
4/30/02,2.7390578
5/1/02,2.739803
5/2/02,2.7405486
5/3/02,2.7412944
5/4/02,2.74204
5/5/02,2.7427857
5/6/02,2.7435317
5/7/02,2.7442777
5/8/02,2.7450237
5/9/02,2.7457697
5/10/02,2.746516
5/11/02,2.7472622
5/12/02,2.7480085
5/13/02,2.748755
5/14/02,2.7495015
5/15/02,2.750248
5/16/02,2.7509947
5/17/02,2.7517414
5/18/02,2.7524884
5/19/02,2.753235
5/20/02,2.753982
5/21/02,2.7547293
5/22/02,2.7554765
5/23/02,2.7562237
5/24/02,2.756971
5/25/02,2.7577183
5/26/02,2.7584658
5/27/02,2.7592132
5/28/02,2.759961
5/29/02,2.7607086
5/30/02,2.7614563
5/31/02,2.7622042
6/1/02,2.762952
6/2/02,2.7637002
6/3/02,2.7644482
6/4/02,2.7651966
6/5/02,2.7659447
6/6/02,2.766693
6/7/02,2.7674415
6/8/02,2.76819
6/9/02,2.7689385
6/10/02,2.7696872
6/11/02,2.770436
6/12/02,2.7711847
6/13/02,2.7719336
6/14/02,2.7726827
6/15/02,2.7734318
6/16/02,2.774181
6/17/02,2.77493
6/18/02,2.7756793
6/19/02,2.7764287
6/20/02,2.7771783
6/21/02,2.7779276
6/22/02,2.7786775
6/23/02,2.779427
6/24/02,2.7801769
6/25/02,2.7809267
6/26/02,2.7816765
6/27/02,2.7824266
6/28/02,2.7831767
6/29/02,2.783927
6/30/02,2.7846773
7/1/02,2.7854276
7/2/02,2.7861779
7/3/02,2.7869284
7/4/02,2.787679
7/5/02,2.7884297
7/6/02,2.7891803
7/7/02,2.7899313
7/8/02,2.790682
7/9/02,2.791433
7/10/02,2.792184
7/11/02,2.7929351
7/12/02,2.7936864
7/13/02,2.7944376
7/14/02,2.7951891
7/15/02,2.7959406
7/16/02,2.7966921
7/17/02,2.7974436
7/18/02,2.7981954
7/19/02,2.798947
7/20/02,2.799699
7/21/02,2.800451
7/22/02,2.801203
7/23/02,2.801955
7/24/02,2.8027072
7/25/02,2.8034594
7/26/02,2.8042119
7/27/02,2.8049643
7/28/02,2.8057168
7/29/02,2.8064692
7/30/02,2.807222
7/31/02,2.8079748
8/1/02,2.8087275
8/2/02,2.8094804
8/3/02,2.8102334
8/4/02,2.8109865
8/5/02,2.8117394
8/6/02,2.8124928
8/7/02,2.813246
8/8/02,2.8139994
8/9/02,2.8147528
8/10/02,2.8155065
8/11/02,2.81626
8/12/02,2.8170137
8/13/02,2.8177674
8/14/02,2.8185213
8/15/02,2.8192751
8/16/02,2.8200293
8/17/02,2.8207834
8/18/02,2.8215375
8/19/02,2.8222919
8/20/02,2.8230462
8/21/02,2.8238006
8/22/02,2.824555
8/23/02,2.8253095
8/24/02,2.826064
8/25/02,2.826819
8/26/02,2.8275738
8/27/02,2.8283286
8/28/02,2.8290837
8/29/02,2.8298388
8/30/02,2.8305938
8/31/02,2.831349
9/1/02,2.8321042
9/2/02,2.8328595
9/3/02,2.833615
9/4/02,2.8343706
9/5/02,2.8351262
9/6/02,2.835882
9/7/02,2.8366377
9/8/02,2.8373935
9/9/02,2.8381495
9/10/02,2.8389053
9/11/02,2.8396616
9/12/02,2.8404176
9/13/02,2.841174
9/14/02,2.8419302
9/15/02,2.8426867
9/16/02,2.8434432
9/17/02,2.8441997
9/18/02,2.8449564
9/19/02,2.8457131
9/20/02,2.8464699
9/21/02,2.8472269
9/22/02,2.8479838
9/23/02,2.8487408
9/24/02,2.8494978
9/25/02,2.850255
9/26/02,2.8510125
9/27/02,2.8517697
9/28/02,2.8525271
9/29/02,2.8532846
9/30/02,2.8540423
10/1/02,2.8548
10/2/02,2.8555577
10/3/02,2.8563156
10/4/02,2.8570735
10/5/02,2.8578315
10/6/02,2.8585896
10/7/02,2.8593478
10/8/02,2.860106
10/9/02,2.8608644
10/10/02,2.8616228
10/11/02,2.8623812
10/12/02,2.8631399
10/13/02,2.8638985
10/14/02,2.8646572
10/15/02,2.8654158
10/16/02,2.8661747
10/17/02,2.8669338
10/18/02,2.8676927
10/19/02,2.8684518
10/20/02,2.8692112
10/21/02,2.8699703
10/22/02,2.8707297
10/23/02,2.8714893
10/24/02,2.8722486
10/25/02,2.8730083
10/26/02,2.873768
10/27/02,2.8745277
10/28/02,2.8752875
10/29/02,2.8760476
10/30/02,2.8768075
10/31/02,2.8775675
11/1/02,2.8783278
11/2/02,2.879088
11/3/02,2.8798482
11/4/02,2.8806088
11/5/02,2.881369
11/6/02,2.8821297
11/7/02,2.8828905
11/8/02,2.883651
11/9/02,2.8844118
11/10/02,2.8851728
11/11/02,2.8859336
11/12/02,2.8866947
11/13/02,2.887456
11/14/02,2.888217
11/15/02,2.8889782
11/16/02,2.8897398
11/17/02,2.890501
11/18/02,2.8912625
11/19/02,2.8920243
11/20/02,2.892786
11/21/02,2.8935478
11/22/02,2.8943095
11/23/02,2.8950715
11/24/02,2.8958335
11/25/02,2.8965955
11/26/02,2.8973577
11/27/02,2.89812
11/28/02,2.8988822
11/29/02,2.8996446
11/30/02,2.900407
12/1/02,2.9011695
12/2/02,2.9019322
12/3/02,2.902695
12/4/02,2.9034576
12/5/02,2.9042206
12/6/02,2.9049835
12/7/02,2.9057467
12/8/02,2.9065096
12/9/02,2.9072728
12/10/02,2.9080362
12/11/02,2.9087996
12/12/02,2.909563
12/13/02,2.9103265
12/14/02,2.9110901
12/15/02,2.9118538
12/16/02,2.9126174
12/17/02,2.9133813
12/18/02,2.9141452
12/19/02,2.9149091
12/20/02,2.9156733
12/21/02,2.9164374
12/22/02,2.9172018
12/23/02,2.917966
12/24/02,2.9187303
12/25/02,2.9194949
12/26/02,2.9202595
12/27/02,2.921024
12/28/02,2.9217887
12/29/02,2.9225535
12/30/02,2.9233184
12/31/02,2.9240832
1/1/03,2.9248483
1/2/03,2.9256134
1/3/03,2.9263787
1/4/03,2.9271438
1/5/03,2.9279094
1/6/03,2.9286747
1/7/03,2.9294403
1/8/03,2.9302058
1/9/03,2.9309714
1/10/03,2.9317372
1/11/03,2.932503
1/12/03,2.933269
1/13/03,2.9340348
1/14/03,2.934801
1/15/03,2.9355671
1/16/03,2.9363334
1/17/03,2.9370997
1/18/03,2.937866
1/19/03,2.9386325
1/20/03,2.939399
1/21/03,2.9401658
1/22/03,2.9409325
1/23/03,2.9416993
1/24/03,2.942466
1/25/03,2.943233
1/26/03,2.944
1/27/03,2.9447672
1/28/03,2.9455342
1/29/03,2.9463017
1/30/03,2.947069
1/31/03,2.9478364
2/1/03,2.9486039
2/2/03,2.9493713
2/3/03,2.950139
2/4/03,2.9509068
2/5/03,2.9516747
2/6/03,2.9524426
2/7/03,2.9532106
2/8/03,2.9539785
2/9/03,2.9547467
2/10/03,2.955515
2/11/03,2.9562833
2/12/03,2.9570518
2/13/03,2.9578202
2/14/03,2.9585886
2/15/03,2.9593573
2/16/03,2.960126
2/17/03,2.9608948
2/18/03,2.9616637
2/19/03,2.9624326
2/20/03,2.9632015
2/21/03,2.9639707
2/22/03,2.9647398
2/23/03,2.9655092
2/24/03,2.9662786
2/25/03,2.967048
2/26/03,2.9678173
2/27/03,2.968587
2/28/03,2.9693568
3/1/03,2.9701264
3/2/03,2.9708962
3/3/03,2.971666
3/4/03,2.9724362
3/5/03,2.973206
3/6/03,2.9739764
3/7/03,2.9747465
